pubkey,votekey,dz_fee_lamports_926,dz_fee_lamports_927,dz_fee_lamports_928,dz_fee_lamports_929,dz_fee_lamports_930,previous_fees,paid_926,paid_927,paid_928,paid_929,paid_930,previous_paid
12i8gndWWWMTRzJBFhnYkobNgZB3XMUUJq75HeUrshrk,Cw2b2ng2fa78ndCXHcJMT1pqvdGxUHu5EBEB8KBshrk,0,0,0,0,0,1564738515,NA,NA,NA,NA,NA,601277195
13DmVBcyrSdsSsLWaKH9x1dwxDf48Wu5wprwxMmLshrk,GLB3jUr5zuu79zFuEH3KP7boxtWsjHVyYRBK2SPshrk,0,0,0,0,0,1814749643,NA,NA,NA,NA,NA,517956401
14GtGcdikcK33tFBhedZ4rYTHcTpWveCxLXvR3Ydx9zS,3aEjXz1cQwMMk5sMA73Ev1RcaYzknQNFPkZx7jYeDEqS,885470077,0,0,0,0,5581707618,Yes,NA,NA,NA,NA,5581707618
1KXvrkPXwkGF6NK1zyzVuJqbXfpenPVPP6hoiK9bsK3,1KXz4xKV2viJCGpxqnQqdf2J45vQr5USdmtcJLTaHkm,202996928,389842338,272992006,331966223,283660064,12394960649,Yes,Yes,Yes,Yes,No,12394960649
1Link6hB1NpkCwJt3ZtpQKZszKauhEcKgiWjaU8PRDG,1LinkCP4qUqGvUiNuAWhAxQyopdBxsh4vhfLBb4apyR,0,0,0,0,0,932965129,NA,NA,NA,NA,NA,497116539
1i1yPyh843bTfi5qPgqozTbDcEX65rUNEFcUT2KAs2i,1i1yax3thZfiV8id5HTA61bjsxEi4pbjmhXsqy6JePP,117461860,130679505,156587481,125664230,89246642,8835673297,Yes,Yes,No,No,No,8835673297
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,4PsiLMyoUQ7QRn1FFiFCvej4hsUTFzfvJnyN4bj1tmSN,231198933,387178913,398630314,476406943,285171762,25824035488,Yes,Yes,Yes,Yes,No,20767394273
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,CHiaohVV2SQCFhiYP73iQzWT6HxnZqnAZJJqAYTeLAo,215742024,316159677,288226846,217631097,156125291,10762281495,Yes,No,No,No,No,10762281495
2Eq6YD8P8QXTeoz9h6JHjgZ55t8RSxNdx4waMDCoPmQU,C8MLmDCg3LReWoNCkFdHgsscFpHx2WdtcU9ZziNfXrhd,145410755,215452305,139310239,141258473,118168944,5129507445,Yes,Yes,Yes,Yes,No,5129507445
2Le6TjeEescF87qDA8Ftdz6U8Kq6SNVwoLJLhzBCHUr5,Fe5zMqkmoYbwnXH9RHjFy7YMRnak9so2bzPBroPJ4iiX,92938779,59873105,77519373,33204160,30876072,2581845574,No,No,No,No,No,0
2N7v8pDKDYhtBUJBQUgxvysUjgM9s4ULPCmeEiPWTf6Z,F3scMRjzSvXUa7JoK2uwBjNsYGi5sM84sDzE7FfGBo6o,265866566,240782532,216013080,193941587,369094917,14534297087,Yes,Yes,Yes,Yes,No,14534297087
2NeqnzhgQBUEyMdWyVAXJjCYA3E2UTYXVdqutSQ27h17,CRank3fb5Nbi7AHEPCZyNQookwAzHZfsgwgRU7DEA1GS,0,0,0,0,0,6580928,NA,NA,NA,NA,NA,0
2P9ZYA4vBoBBr56hrEFTmrd5ctuz3r7wtvRYmbgk6jRL,FGtsnE1HB4bBi6g4xAt5mvWtuC3qBPWPBgWVrnRmUiVH,221500194,251239956,213954293,598029789,280256902,11358529016,Yes,Yes,Yes,Yes,No,11358529016
2Rv9npqdWE1mLPsT1r2obn3xtKmA5afkxt8GsWeLnKoc,BrRf2kyJEuW8TgdeDjvJcKK4NzTzRtM9RB6WuVKXHxkN,154109675,183652440,197401477,354762957,196431672,10043553091,Yes,Yes,Yes,Yes,No,10043553091
2UBhtRuyr9nvWsUnrbWrvJiYWEU8TVBD4PLYQJKiRa9H,Luna8BkZNpZ9DKmszrZYPvFpTr4eJJfxxTnGDwTrYkv,253840229,210306555,195760008,182141792,171271542,7525819559,No,No,No,No,No,2461199230
2Ue9zGmDnvYRrJNEjuAdNkbbickw6fKWtbeNM7T2rakg,6559KMdiUseNSAkRcK9WcFcNTppoj6jWtKVedpMkBYCn,16907854,9081573,12863509,4294790,9509948,2571155687,No,No,No,No,No,1099622326
2VKu11f8zc3huqDQUN6WJTFpX32PgHpXXjf72P6YvYMd,EUiPhYZ8NoWX5ZzDh2cRR1fAS4su9jjV3YE7veyactzd,94008887,141056093,161051542,126393275,98661744,5691891191,Yes,No,No,No,No,5012861131
2X7WoaXX9KPqNrNfvguhnwo3rjFPNsfw2t75fGjWRthz,BmMVRAVef2qmJ1tJpG3JwRUtnfEiTbvDw9ZeFEi4wE7D,107692158,166697090,142584274,147606606,74278104,3011840419,Yes,Yes,Yes,Yes,No,3011840419
2XmhZKHmfjku3T3nC9xKhgr5bm1CAmWXqNsNt49mo82C,Ebm1XKkMzaFg2L5rzLPBnFHMtpDPa6SWJ7nVUzZUmXmR,153111083,158674325,261705987,288240313,219584354,14251818783,Yes,Yes,Yes,Yes,No,14251818783
2abwQG3v2xRemFxRszVHSfnjJNe9zu5X8duKgxjyLeaK,EogKVYgic8LKAuV1kR9nRqJaS5zpwCvSMfqoehzmAMpK,75634730,130230138,83427756,97631977,105003675,6319522807,Yes,Yes,Yes,Yes,No,6319522807
2gDeeRa3mwPPtw1CMWPkEhRWo9v5izNBBfEXanr8uibX,3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7,252789865,319260398,369922562,366059928,353140135,17707033183,Yes,Yes,Yes,Yes,No,17707033183
2iXZmNQmmgE5ZeTQ1GMhhYGDqDr2BiqdEu3DbGJDo8MA,2ViVhbfV3uJb5xVBBBs4HZaoMK1M2WhHJB1sRDnp8R4o,0,0,0,0,0,647938108,NA,NA,NA,NA,NA,434696318
2icWF7TvxyycF7d1NHpMZYuJJqiRy2h7wmjFSbqUij1B,CzGLRXJXoDo9q86MpphPVNNsTgAxHvZfUfAiouWDH89M,103174122,128101993,162260134,238910957,236319679,5078073448,No,No,No,No,No,0
2kVZVTY8FMRZ3WuHzyqNz8qd4Ytbba9f9DaesUm5WLvR,4FsAxdHQ6HmFrDD7yCwsKNApuA67QYSCMoLAy3NfySxJ,554511499,476729936,745257760,568734017,340713863,11724433035,Yes,Yes,Yes,Yes,No,11724433035
2m1A2WM1vte7RWz5xTTw4i1SiXmngVtXhqFERaUjoAAb,8wTSPukwTAzNzEYyUdc8UiKkTg1hNtZ1xLum7o1Ne6wr,3501619673,4319624051,5437951979,4665944554,5058596993,114829038046,Yes,Yes,Yes,Yes,No,114829038046
2nhGaJvR17TeytzJVajPfABHQcAwinKoCG8F69gRdQot,mNyQrNRYAuL2CwNCGmCsmwj9EcG88Sf8hs5rCirZaUr,143351215,132337285,149444228,127123512,115041706,5317555455,Yes,Yes,Yes,Yes,No,5317555455
2oHUYyW2PU9VJh4XBs5TbGgzdernunvGqyKth3kxW4ns,6tgtejPHUHR1pECzXqQT8EHZqnKCWZFSqdZXDyBaKe3b,476340008,360861059,428844074,460318517,356409005,883372371,Yes,Yes,Yes,Yes,No,883372371
2pCxbAfUEwuL2k9Fiz3xnronPqRnXsuz9XV76ddq2GEt,BZZFpWeasotFsxhwiwTz37BqtV5BjQtfkrVxz73zqQV,0,0,0,0,0,361682734,NA,NA,NA,NA,NA,0
2t53LvZfskcpXkdwLaBnfZLbNgyVHPu2BNFpcRBaEBhM,Gvt8s5Bwnhg4G27VbnT1Zkfh7Jsztq6CNvZcc5anPonS,158810175,446251701,397694097,366620293,647446644,12879689479,Yes,Yes,Yes,Yes,No,12879689479
2uxEHizFmmnLekKG2LZJwxNabhpymEYfdVCpgDxjt87m,Dcoj98wWiKhA4iqxcSg7NtuR2miA7tZqtycMdkPo8XDw,0,0,0,0,0,12089770878,NA,NA,NA,NA,NA,12089770878
2xKovmftuWNTwCWGtw2Cc6aZovgMZyKaoKK68n1ZLmww,HuoKCk1cRQ3NZyh6q6SkfTo1prQjqvWP36PzgXpj2koF,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq,Hmq1oALENff8DejgYhJxB4njb6pyCtuMKKxotdZicB4n,180931682,188063232,186263937,212901538,255966024,11106079802,Yes,Yes,Yes,Yes,No,11106079802
31Vn7q63y4hyzL9DV5gdMF17tSEmq65i4dpzQssM4rhE,CX312wwMGh4j4vRfpfHFSr32A7wxeESKvjp9iZfVaRYP,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
3ARtLeVB83RoGAwRot8dh74pc2uqbPi6JwbkwDzqk91m,T2B5S9sTJCRi9mcpCbHi2rAdqfT3Y7tsm6ahnWhvH75,0,0,0,0,0,2213116197,NA,NA,NA,NA,NA,1974776036
3B2mGaZoFwzAnWCoZ4EAKdps4FbYbDKQ48jo8u1XWynU,edu1fZt5i82cFm6ujUoyXLMdujWxZyWYC8fkydWHRNT,334222719,559204886,629322474,414633618,459683909,18837498897,Yes,Yes,Yes,Yes,No,18837498897
3BeharBd3j4sKQp7Qze27JLQLd9AEEwGTX9TC7dXYSNw,CP6mfD4Qc5AYrboXBAQeHMYj5x1UnYksDXRjG7DMkHH7,81378746,74217560,85640145,102181833,92206653,5191709789,Yes,Yes,Yes,Yes,No,5191709789
3C2cXXVHCm2w2EWnHUNxhtZCB2EMv2AeJ4TpW5ws18fi,HjQugFHAUm7XbaZhmjnGioNUccdMUnFmwFTJgepm5q3n,0,0,0,0,0,10270172827,NA,NA,NA,NA,NA,0
3CKKAoVi94EnfX8QcVxEmk8CAvZTc6nAYzXp1WkSUofX,4MU64AyHBkRBUAYgAm91sP5vFgzUUgFHuS82CVhE8Q2Q,161789845,187967425,163333002,157395647,194430178,8458528589,Yes,Yes,Yes,Yes,No,8458528589
3DaPk6TdeGnEBwTR8fEyZSLkdayk6vZXrqGZhAgYK8BV,2ZiMfQaT59j86HVWCvspuMtBotnVBeTc3BKk3kKpwgKP,132550283,162760608,210935874,145142366,180438503,9036957060,Yes,Yes,Yes,Yes,No,9036957060
3NAiocPECqQVLB23jHBbb5zgPqkacdSu5UReUtJ4YMrj,2bUEQXx88Gog7ysqoAfY3mRdHtw5eYdfeCkbcMsm48RW,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
3Pfubj3ytkRxFAGwFb5vtacuZJUxko5Du39xie9MBXuC,94EhHE7MaKHq4p8oFADeyizDjwYwgFn1YBYGky8mR35z,182460800,150147891,133510887,68876367,123119030,10771603184,Yes,Yes,Yes,Yes,No,10771603184
3RXKQBRv7xKTQeNdLSPhCiD4QcUfxEQ12rtgUkMf5LnS,BxFf75Vtzro2Hy3coFHKxFMZo5au8W7J8BmLC3gCMotU,467925083,531282297,1011054983,608351774,490791677,27049205729,Yes,Yes,Yes,Yes,No,27049205729
3Rv6ZVGUuRczP76322LyhTTYw2iM4avV4B5xFJocQJer,GaxxAn5335dA4U3772MCFeqdyqCVEfmsQTQ47YXfC2Xi,54444100,154027749,159466154,75522757,116549189,7312681251,Yes,Yes,Yes,Yes,No,7312681251
3Uwkpd9ZKxhuTDWKuiFbJee9Z1ZJPxpkin9476Bwc7Ha,4u1Wi5yANaD9ABmi8xpdUYGLQSFxghX1D6LfgzdzrhdG,0,0,0,0,0,1772924939,NA,NA,NA,NA,NA,1345868389
3V2xaccDpFib4DbTksdiveNDmiwpXBqSWyjSof3w1Bg7,34yvUa2fxfm2tUqxFEj9PHrVNwCcdzd51eo9hntWpZRs,167039697,204063850,179508330,116202690,97468916,5496697210,No,No,No,No,No,2945662139
3ddX9QcC6DjFqPTysrFWtR48v5g3wJjB862sji4s5Tui,5ykxx3TJTfvkeV71NkJSMTdGMfTm6oV5vVA8bPkv59mw,0,0,0,0,0,549370961,NA,NA,NA,NA,NA,429262215
3j1dv2SP3xtG5vcqiqTSpc9C3h4wQnnzh3aqBcx6fU7h,3wnR7phx1zh7dDyRU3MJEGqrvTRZDxH44SykRsenKSbd,0,0,0,0,0,663366707,NA,NA,NA,NA,NA,501476868
3psxMyr7rQzywVp1MXKd1XFmFz33NjydzCoJx9t2sMQW,23XqhxnRHt5gQWHowvyRHDX4Ky6BZyFdYxjTzxx2QEFr,1937547198,1993537281,2711254993,2373289887,2211857498,31547816684,Yes,Yes,Yes,Yes,No,31547816684
3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5,D3QPJm7BDzzPeRG51YZSEz3LfV7GvFNu9NkcibzURxuj,304910711,330529125,387644948,915009422,371116776,18799687937,Yes,Yes,Yes,Yes,No,18799687937
3tm92VTxwyZ5MDhGoYR4tVTkwWYkzfam6hwBjauUACCk,4m1PbxzwLdUnEwog3T9UKxgjktgriHgE1CfAhMqDw7Xx,49267617,185016944,78265672,135955072,155322129,15799780809,Yes,Yes,Yes,Yes,No,15799780809
3x9nibnhgBHWKMRiGnsXJELRBjviQpKyigfrXtKW27KJ,5afRnmkFn1pRU9oussqwk1RRBVyoDgUkL16Jz4qNf574,76787510,201321192,396032966,134835486,153731896,7374134984,No,No,No,No,No,6886673126
43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2,EBVj3uwSKZpqEb1K267JaPxDQhULVqCy6hYeQqjsPh81,263494432,329098199,337784737,290313393,280017907,18235336314,Yes,Yes,Yes,Yes,No,18235336314
44ZDKo96gQR1h2afAA3oXgutUzHcRXH72RYxhtGxzWYk,FsMucSM7B5y5PtehabtQJjDrGmKcMEtwvt1TpSjDrcZW,0,0,0,0,0,410998200,NA,NA,NA,NA,NA,187253836
451X5rboJpJtXK2gj4dLsXv8yCGfujqus2HsYjMkkSpE,FqERCVEHjm9P9hghJwWbyN4TqwCCAYteeX1v6gBtt88p,0,0,0,0,0,768561278,NA,NA,NA,NA,NA,542127290
49j9bnkdgVNxLwsZ9h88sPR5MYEmsUyKrrJ6ZW8ijBrb,9QFvZhLvpbcFJTPkKq5wTWR2DGTXqrsP8z9igPgjSsZ1,171593518,90368749,128137662,193965898,265831786,7249606316,Yes,Yes,Yes,Yes,No,7249606316
4CymATQ8a9qJUmCh5ygNFCePNQVgiKGkobvki5i45BiB,6VSu1wCkeugWdSB3ZgCCFSAttu5XTuSWVRD1vJVPVQXq,0,0,0,0,0,966341372,NA,NA,NA,NA,NA,703359870
4FpN4MBzrB8FUyzNKSxxXzSDWqV7o4HotaypJ8tF4tYg,Dxy5rr77bH8j34QupCLj6hMGb5UahYhhYfC8RE3jse4p,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
4GEEKSwuiBHWTff9WaqrDcToZjbX6KYdyB4c578Zxse2,4GEEKSwzc242QKF1uzzodpFaxb4GShQEZhkZfeXd27Vi,61071176,43447206,60474659,48066794,21255568,3017878342,Yes,Yes,Yes,Yes,No,3017878342
4JTfCRjd6SzZdoKqdvStHvaKHBYCe9iENAnG4iDTrGW2,46Acpa1Md9k2Nxkr7Xp7eDRbzNt4AGXPGyzZ4fnJ7z8y,0,0,0,0,0,619375511,NA,NA,NA,NA,NA,570484353
4RLcStbSkt5S1Xm4mStup6N13PGyAfAWy7Vs5d7yJRnY,5ML8GpaqaZ3bv4nCKLRY8gb2WNMJkXinHwDwMWeNWjkk,0,0,0,0,0,1944570961,NA,NA,NA,NA,NA,1466324791
4SgoyAwN26iu9Gpf12Bk1rnzp4G4yDUM3XVv4w7VQcAf,sdo2QoiSsPknraeCts5GeBkV3AYDdtuxJ3VpYCS1CxR,150533300,225579965,256617542,218739181,149352856,11670715812,Yes,Yes,Yes,Yes,No,11670715812
4VrjyXQT61WFSjuG3ehgqZUK1jqvYqB46veQbXLotq3n,FahWJg2PkphJaMUUCzdYhXkD5NngUuuFRFD3YCE3BSwb,0,0,0,0,0,6728613291,NA,NA,NA,NA,NA,2577891616
4W3jdXyqhLCjzA3Liu8ZNjViwrc6N9YjSB7obbxfjcKE,3hhEWRNAVzqRjmF9hW5nYkrmDMxKKzGziE11Sg7yk3iX,454454552,387544373,325652076,418248980,340689205,6770098181,Yes,Yes,Yes,Yes,No,6770098181
4XspXDcJy3DWZsVdaXrt8pE1xhcLpXDKkhj9XyjmWWNy,9sWYTuuR4s12Q4SuSfo5CfWaFggQwA6Z8pf8dWowN5rk,483121567,430539851,402988569,450097322,544654074,23511909434,Yes,Yes,Yes,Yes,No,23511909434
4YGgmwyqztpJeAi3pzHQ4Gf9cWrMHCjZaWeWoCK6zz6X,8jxSHbS4qAnh5yueFp4D9ABXubKqMwXqF3HtdzQGuphp,176657224,101345947,75391128,88072131,54673220,4224869182,Yes,Yes,Yes,Yes,No,4224869182
4aRPyjsqqFsf5488a9QAaHJLQJMGwoL5P6wRtLmroe2d,8EVaZkBcoJAAyyRZfozNAnZiEopgPvnixx5Ja5PpVDae,137216721,244643933,208395005,223224736,360853293,12318319590,Yes,Yes,Yes,Yes,No,12318319590
4b1onMDEasBh4BuPekQWijx3BYR64hAE1z2jJyeZUkck,6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ,324001524,435713620,215607278,222358989,199082376,9614035749,Yes,Yes,Yes,Yes,No,9614035749
4guS5XP2wgDWecZGgvN5UQmV8iywTrKGaA7kv9hj3tk7,BgjQPDdsHeD9XXs7pYyHsmvKdkLR1A4SBNYs3mLmPUCD,0,0,0,0,0,1409245280,NA,NA,NA,NA,NA,1176066526
4k6wgP5WPBKQpsFGtzuXNrjcTE2fKWLj17nDvFeG5zSF,8zuMRTXThoPTTPLLvaiKiJshLLCqGMt9BdRjjCL19xBc,159292263,153506839,226655071,379726118,131404894,21873287940,Yes,Yes,Yes,Yes,No,21873287940
4mtXJ5pUcMMB4t8cLbi7zfDJCHfYLRrQb4qSLmh57sKL,94qeNkhspb7DjuqNPcGUgVcnnsNuibGYuqNTvm9FnX9m,1523675970,1357379415,1781643466,1615272139,1613070951,45634083608,Yes,Yes,Yes,No,No,45634083608
4mzLWNgBX67zVwTykNnq96Z6KQLc8UyV5Q35EfVCDifC,8inoRcYLtHdDL1qHWvGph7pkJKuJdrE2kNkFpjcYaYHf,56543287,25711790,228417465,29906136,37561484,3029065739,No,No,No,No,No,0
4uH4G6YiD5G8rU3mtPg73C2Uqamrqedy3FboTZcZrh6x,EJHf5N9is5spAF5Kz384tTvTV3CwTka6qzUoZrYm53SV,66900684,97762022,113756437,23134711,22540525,14961917407,Yes,Yes,Yes,Yes,No,14961917407
4vXCtYfPeracuQg3a67Zx4jvtJco6MU3LKip8ax6GkVq,EPrq1DvsWqX9CHBKgMU7gxvNvPbqRLhbqz2QzHcPFzab,0,0,0,0,0,1732534130,NA,NA,NA,NA,NA,1069017107
4vdWYn2KbmQ3Dns5wVBfz4CFQDds4b7CpsC8MHBhHAib,DvFTFLrEQSfEadPQdesvf5bpYWYqXK9iaJAjq95piQBs,81157508,106179365,148576026,179828119,77656157,5895619873,Yes,Yes,Yes,Yes,No,5895619873
5HCTsoKM7vwjubSZSyVWChaHQ9sNNRB1d2SuvL3eZ6Y6,33JxTD3GkHU8zePNVNjJwEM9BFChWtzPdGFMwL4Ar6X7,33919851,34964638,54950635,109371263,112364353,1657708171,Yes,Yes,Yes,Yes,No,1657708171
5HYjArGt81naevDdwMaEx8yeGNw9jYBSDJa8YavT9Mp4,4ibf8qJirtoBGg7gSD7V7CeCKoFB96PBYQ3J5QjSmAob,315106263,336461642,320685519,240488236,213667121,22134687598,Yes,Yes,Yes,Yes,No,22134687598
5LNEDitSMhApT2uFnmtN7FmjCiGuatpnb2uU4f3shrk,ksQuu3JAStVXUeDCHeW6QtVRHNMcdtgPyepUd3Yshrk,0,0,0,0,0,1714336829,NA,NA,NA,NA,NA,766665604
5N8rWeZbNWLJDYTohNfpH4JAXiPhnicVYKrucW1shrk,MWogB4b5RamyKE4mur8a8iRy63gZqyDfDF7ebDdshrk,0,0,0,0,0,634561755,NA,NA,NA,NA,NA,520150342
5N9r2ne7dPgHtzeHC5ETJ3DAueKQiXSU8KAmEZrrojT7,H7fXvnLCKtZqJBTipxeseabGfAZUdHJ9XuP6hCKrbvUb,20894740,48387563,45056576,61086882,40021453,2076446965,Yes,Yes,Yes,Yes,No,2076446965
5XKJwdKB2Hs7pkEXzifAysjSk6q7Rt6k5KfHwmAMPtoQ,GMpKrAwQ9oa4sJqEYQezLr8Z2TUAU72tXD4iMyfoJjbh,237646525,250719966,323300411,312177635,245521834,10288373147,Yes,Yes,Yes,Yes,No,10288373147
5aD6KB8g4MPt3xJafmMmun86hHMDnoFiGbd5gYiMFZw7,QWmexgr4teHa2ZF85tyf2hvEwBvJ6ioAEr1h8DRjoie,229750580,233637780,499233400,244853201,575109593,14940710706,Yes,Yes,Yes,Yes,No,14940710706
5ghoFEVrsXeAPB6SUmBpZ2xq3KvHEjNMeSaBnxEBXkHV,J6KaKtLRj7eQGuVVL2CAz1AS9kDxsrmej9QbYkEtsiAD,135058653,227562046,462613704,265003960,160560807,3426945770,Yes,Yes,Yes,No,No,3426945770
5ivRNcK1yThcK3koZR1oikAfuNm6rj1LceMskayoVSzc,GiJj4MFyM4sCQ1aYQRQA9tqwtZFoaBdSxgNitWjHc2o9,218632350,298545829,273452227,395153917,274494817,8584492644,Yes,Yes,Yes,No,No,8584492644
5marvipGzf98hxnoJFXsZbGHSXcEQ3yRGJ4ps7D3V4ou,i6PZjkPHGYmPfPE8LsJuLn5huZyusXhmysiDiHGPjxb,301746230,226121111,408887222,383486290,250650228,11978702311,Yes,Yes,Yes,Yes,No,11978702311
5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,DdCNGDpP7qMgoAy6paFzhhak2EeyCZcgjH7ak5u5v28m,9881728504,11842507953,16809350476,14079101244,0,56008044131,Yes,Yes,Yes,Yes,NA,56008044131
5t4shVsKnUqgjmhK3fFNsvyju2E6Rd7cc4S5pmqqEVEW,sT34kbaqmHWbPwjhyeG1GnjoX82KpXawFsnzUkzJpYX,85117371,99284785,91332810,148107479,77621545,3426084346,Yes,Yes,Yes,Yes,No,3426084346
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,ExYX8UKQTCf2VPtV9jbfqikeTV6tPfhzauJ896o91wtj,72676525,71423771,64031284,224149812,120387588,6888196552,Yes,Yes,Yes,Yes,No,6888196552
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,4udPrmxccbP1NwDJ6vChFKs5qcqyjmQff6gsKXD1mdaj,111625753,114026987,94817955,81831600,169909623,21491426347,Yes,Yes,Yes,Yes,No,21491426347
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,76DafWkJ6pGK2hoD41HjrM4xTBhfKqrDYDazv13n5ir1,99036331,94625930,135569719,138357387,109796698,19943529105,Yes,Yes,Yes,Yes,No,19943529105
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,310350667,503918439,521099723,438603559,510582534,14773359607,Yes,Yes,Yes,Yes,No,14773359607
67joanjyAoVmb9nZLyX8p3Gx9tAxzXaUgHDe3kaUH4wf,9vNLTLdwAdHw8EdiZrLzDtUpm3hp7E2MGaNi6SmdfBGz,0,0,0,0,0,430914696,NA,NA,NA,NA,NA,430914696
6LCpzSkg3Ud1SpCnsYtmByWiiW6tcjSPNmJQmFGQcwaL,MENFRm8PpkP2QwFV3iubwiqG6GyJ4LZQ7f9k8DUE9Xy,0,0,0,0,0,64968027,NA,NA,NA,NA,NA,64968027
6M53yM6dsE6hiaHgxWvYa4fsfzQTGyAZn7rM6JrzbqJV,DierScgiTrz5AM7mddeJLHYNvafym3XhjjdM51AnKevU,552627531,632228757,645116966,595285586,663173462,24133165597,Yes,Yes,Yes,Yes,No,24133165597
6MiEjXqYksCtKnJpvAp3CAoEZnnWZyoSxu41HCzAYNdc,GAoCBDE9ABRYmhWUREDp4po4L8JgCPeQsPS77p1mx3WR,510464999,573044740,1019851686,830971452,614501333,26031867931,Yes,Yes,Yes,Yes,No,26031867931
6NDen7aDi65apHo8m1Vea4nuS6LyjQeM6pDNqcW4Q5Pg,6cvBCfFXugkTqgSFVPvzhoWaLbhHWvZfSsZadWP5rryR,221584863,181656819,477835353,172602327,143137460,8537495107,Yes,Yes,Yes,Yes,No,8537495107
6PvHaibtZhuba14dzbhGFJRASYX3Ka2oviRzSbXV2wYC,HM5H6FAYWEMcm9PCXFbbiUFfFVLTN9UGy9AqmMQjdMRA,0,0,0,0,0,23561777159,NA,NA,NA,NA,NA,23561777159
6Rk694kh1QTyQkirdb1uDZmS5xqG9bNaYtxx8d311Mr7,AnodeNCzJGQ7QwheFqJr6EknKGa72m6XHiLtDQiXcmEc,84721421,136160775,106896742,140241310,145332649,7553391242,Yes,Yes,Yes,Yes,No,7553391242
6WgdYhhGE53WrZ7ywJA15hBVkw7CRbQ8yDBBTwmBtAHN,6aow5rTURdbhbeMDrFrbP2GR5vZjMEhktEy87iH1VGPs,3427693786,4450498839,4644793739,3867955926,3804118436,119070094955,Yes,Yes,Yes,Yes,No,119070094955
6YDWxPaJWpZxJ6JLGaBeTJaGQn3gi3Pwtivii9cDyDHo,EdkhvJYa3kWQkFJAPzmGsQyi1D2JA5a7vwWw4hDuwbt,35650575,59411963,0,0,0,5077075741,Yes,Yes,NA,NA,NA,5077075741
6c6RrC9TWNgiVXnbZ6hehNuhyh81pZK1yAj5w2nXZTwi,5eJQDSbgTZSEmH3zSWDEdAKgjavUUn9BkouCFNLz1x93,157474278,131883841,107305074,64535636,64188126,9532368815,Yes,Yes,Yes,Yes,No,9532368815
6dpdFgXyTGFTQkefKNTx6qgqwGEQa9GE1msghJTZoxQJ,HVAeVitGdEinQZdKBMKRwALYEqrAPjAPjFA2LuqBJ4oc,0,0,0,0,0,264370737,NA,NA,NA,NA,NA,61773418
6dtVKjb6vRwNAekki2FXhKv8WTNzQ3xW6HWMCNWqtoDy,eondcw2upjH14EuvBzmn6HfGEGo8t9hG9JbXtPj6cym,0,45953019,4642680,13285864,40812480,1018241734,Yes,No,No,No,No,517004117
6gL3uHvuUjaPp9mTBf2VZ4tpKiYhbWyPrAPboGByzEHd,8mu3JHHF1Qkcrbqjo6KWxyWvTxarZjqptJTokR2jrDFo,59058588,125358629,118001482,131915970,74463957,4901466955,Yes,Yes,Yes,No,No,4450762218
6gnbmed7kzwQVQ7ghsjgEuCoYmGeWciV2qCwni6WS6HU,DTwEEF6VSrmTBYkDcj3BKAc52qhvP8CEQUEAMMT1cG3,304451694,343412371,527896721,372566683,0,6873686434,No,No,No,No,NA,6873686434
6k1YkmTKwPRUhChnxA9ryJmbtuQMbro4xFTL6mL9jycB,91413b9eEvG6UofpSgwdUgH9Lz4QBF1G3J325Bw7JwGR,184206228,312961367,360154207,288290037,197612139,12039296385,Yes,Yes,Yes,Yes,No,12039296385
6mCzwUFcdTuz6fFJRA8nY1iXNRJqPpXU1PvCfANfVXhh,2juzdQw3k2udsuA2JfkXk4Aw4psZEAnnk4sBHzwC5ZX7,0,0,0,0,0,1711607171,NA,NA,NA,NA,NA,1317610782
6pVZhUW9AZMMFuNVMUds8useZHB7VFT4vvxuA3B9JgW4,4yk87cJbcWooz3FSScp8aEWVgNium4HR9UbnDUJpvXp2,0,0,0,0,0,2399657867,NA,NA,NA,NA,NA,1816015064
6qwYjs5vCSEKaTMBbHinnW8fvdGj1r8cpzPoAV1EHKsw,Azc2uttGtHsRLorfQzd7tsMNtfaEg7LyvVEMVtckPCNN,218373384,398265264,138767804,176949386,98143717,10170454741,Yes,Yes,Yes,Yes,No,10170454741
