pubkey,votekey,dz_fee_lamports_859,dz_fee_lamports_860,dz_fee_lamports_861,dz_fee_lamports_862,dz_fee_lamports_863,dz_fee_lamports_864,dz_fee_lamports_865,dz_fee_lamports_866,dz_fee_lamports_867,dz_fee_lamports_868,dz_fee_lamports_869,dz_fee_lamports_870,dz_fee_lamports_871,dz_fee_lamports_872,dz_fee_lamports_873,dz_fee_lamports_874,dz_fee_lamports_875,dz_fee_lamports_876,dz_fee_lamports_877,dz_fee_lamports_878,dz_fee_lamports_879,dz_fee_lamports_880,dz_fee_lamports_881,dz_fee_lamports_882,dz_fee_lamports_883,dz_fee_lamports_884,dz_fee_lamports_885,dz_fee_lamports_886,dz_fee_lamports_887,dz_fee_lamports_888,dz_fee_lamports_889,dz_fee_lamports_890,dz_fee_lamports_891,dz_fee_lamports_892,dz_fee_lamports_893,dz_fee_lamports_894,dz_fee_lamports_895,dz_fee_lamports_896,dz_fee_lamports_897,is_paid_859,is_paid_860,is_paid_861,is_paid_862,is_paid_863,is_paid_864,is_paid_865,is_paid_866,is_paid_867,is_paid_868,is_paid_869,is_paid_870,is_paid_871,is_paid_872,is_paid_873,is_paid_874,is_paid_875,is_paid_876,is_paid_877,is_paid_878,is_paid_879,is_paid_880,is_paid_881,is_paid_882,is_paid_883,is_paid_884,is_paid_885,is_paid_886,is_paid_887,is_paid_888,is_paid_889,is_paid_890,is_paid_891,is_paid_892,is_paid_893,is_paid_894,is_paid_895,is_paid_896,is_paid_897
EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,9QU2QSxhb24FUX3Tu2FpczXjpK3VYrvRudywSZaM29mF,5295666855,5919297098,4796003274,8545520029,4499579031,5190578767,5446648916,4935193052,6214773771,5872000497,5005313723,5116422870,7009188136,6693439312,5402484173,8077814286,7175906709,8403403351,6535137115,7263186171,5783593570,4814750390,5390771488,5924538050,5774567645,4460097032,5635359068,5508325077,5787990451,6840171376,7594710099,5655352367,7237404881,6791084543,7463607395,5309535585,6106215171,6210722112,5411917064,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
EwUVzgSPe1zy2hfUGZxJAEP7Y1wheNgNsgratbzPELru,438C7o4cJrbchdmxEPvFgaE5g9DocWKeSc1k4E1aY7qw,0,0,0,0,0,0,0,35158854,6094116,47415311,20791475,15516149,19320646,52072282,31965175,36121956,14284970,22890815,42410306,55780109,22515227,17399348,60236636,31610776,37111512,20812028,15415067,25289898,41907863,30263045,24956748,39984936,69031342,64086997,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
ExCHWgfeJyKRzpfryiQn4W6aYaWhbSAEnsoUnBGNqjWD,ExCHgw3CfdZTbsrDA2phe95jswV2bDr5oSJwyKJKzEdN,28095476,61164101,27783169,55216665,38293535,44577297,36548960,22943263,42811626,32264591,28709479,43753804,18234199,61842297,71369913,159799133,68986868,26503202,32149814,91491001,44718539,25735864,46746579,33448171,37164252,29834981,60918441,14020241,29148085,24831351,44914916,52940272,32065639,48864935,87236882,57677693,58489544,65061240,15995434,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ey3DkEVbfBxfWmkTsG7Hqj7jshYf5Zx9H8462Zjjkykf,GA2t11gJcmuZ4y7pShTzgYDkxVaJaVQJqkVUqojhPPsT,295686626,369453050,231099022,667749903,190074437,272630042,257592433,251452333,326196430,223636820,242484148,271664944,326150981,363987659,237645607,290936114,243082414,221221916,267959189,282113214,337835673,228332831,263557089,208120691,204859472,229993467,236643067,304330371,537121828,262712497,323081524,259820304,270783734,376691639,223580525,203680497,184196531,183343891,210083007,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
EydLxzdWfD434DDxZYXkTcajvK5VKH7p6CofEDCRUkJ4,7Eg46UwGgsufXdd9C9kF27UAyD2t4VdmCdVTtPFoqxCy,201775049,218359502,155022128,239978957,123048131,166760410,169712861,166462277,126405925,149982060,264444438,166751893,184592352,157305609,87286259,181365404,200627540,189791087,144639390,138239947,172416263,102930620,59335336,43514635,45774668,79759021,135187446,103738093,140053710,130277717,178419274,167276809,98923974,212242928,188282561,117275560,111732924,148228964,125330316,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
F3dJbecT56EoP51Awv5RXtVTv498QNKWrUDu3rQ5srvY,4GN2gRpWbtx7REhN7gS9AsEkZy8QmA5xv4eTGiGafGuF,106520035,134696440,125551555,196241648,102263895,148326196,154690626,152386954,134375274,141211629,87865037,138713421,252316722,86662370,78269980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F3tdN8SoakjEPb743VY18YyKJWYHo6rojV3nkas5YJh8,EJ59wFK3qPrnsFFSpZ7jSwCnXe8hVQ12heXYUqry7Muc,197573091,219772533,161429097,191744263,179962500,219669840,288344724,143183202,188128713,200268011,188989293,309788094,227396351,260629483,176476233,368644346,180326458,211302509,216457587,215913110,210390072,149679126,146488231,244585393,182471870,88129566,165126639,137987593,121632223,180693078,166122958,177598388,160417767,281082757,144663467,144262558,142625688,135762894,188187839,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
F5CRSKK34yQ1G43WnnP5vy9sj4YxthBWM4ct3wGzaB6n,tssGAMwuwFBfJbPeyXTzMvGekdWcVi72Nqg1qzaabEM,165028953,170942527,130187636,325468074,78037229,143207863,120583623,146512031,202971350,146077307,83376857,118735167,80033499,30625706,13285862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FACb6bbTDRBHCK999V8ox8jga5JBnt1r3vvzmAYAMv2o,FACqsS19VScz8oo2YhdMg35EsAy6xsCZ9Y58eJXGv8QJ,230117539,239380700,135297555,137086528,132605155,266456117,161856048,134280582,274930738,161166946,156093167,220730089,188026764,182834173,139438423,268414545,278563141,175176478,167277698,236319509,162648908,129264011,129980437,179973593,118752066,123965232,165587781,340725802,144060509,220112045,180131548,338646756,145480988,161885964,153443097,133760418,159074081,133976555,141156892,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FFevTkywysWf8PJvH4DZkEp4v9ks9HJPJhZWbhhJiYnr,5DutFKQ8qPmbjFEmp31QH9JDYJXvwh9pma8ap5Phxk6H,7873119,18820547,9530001,30944470,55288852,10222649,16437641,69443685,26020157,15933213,14288284,23379948,31033511,19585479,11804998,11495643,40189553,27254577,34284762,21930441,29021645,12378441,13901383,37678112,59879031,21407046,22564034,14670932,33611699,94415660,18072534,30405767,28216916,80543766,102758273,45805020,615202032,40763431,57747450,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FGj2F187dqKfCQLfa4NvRPhiTeXwm8LZDCq4q4z5g6ai,6AAeoHYMUQfSdFGqubUmWVAasFkzJEq47oKpHNNTZxLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25677149,11274825,32763498,149018620,175519743,147156004,125100245,215769021,141431323,100208220,154859899,171201264,141296287,142851466,159289070,232224464,171533633,195927390,367804979,136965803,167625024,176757439,200827801,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FJDmjm2bkR49AxtBvABQphrYwjdjB54BP4XCW7ht4E4M,8Xt3wSSftRb6L7iRiC2SRU9UQop4S9ZaGzWv3ZH6PSTD,154168059,176376286,107904939,353722137,96029946,139823871,123961553,89779076,165828334,103688638,111467250,165983843,171477055,165857335,107150488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FJN8ryNvkm3QAQufsjJmJ9eGPpK1D8hG4MawATqZfFhx,3uxsKdY45oPct1pUQM9SYy35LPjRmQif7FAU99T5QrmZ,1789746,6219337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLVgaCPvSGFguumN9ao188izB4K4rxSWzkHneQMtkwQJ,5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z,12940517,3435196,5174380,0,9285970,8709890,3936942,4367560,10020326,3399594,3081604,11003137,11699769,53828608,5958846,23906387,4375019,13250343,11848936,18672938,16909748,11825598,7150835,12120877,10130085,1423394,15512281,12105867,1412039,4301577,3054936,28131587,17582452,2286429,17472306,13567456,26948903,13633151,17334219,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FLWc77X8dKh5RdJe5xMFxry8kvSVUbo9G4MQ8hCAg5ve,EcZBjDPzSZLdsyKCBq26MZMYFfiinZsfcL3SwWMK1eNL,127620943,120234492,165843767,132202756,130503793,106560951,72167509,24059072,65850237,76581437,49530654,91314538,61667780,81479294,48100304,69547716,136332785,22705423,96134653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FSVdqBzx5D4UsqBLnvmH5dFx2dCm1pTPAbQWJ1PYzTJ2,2EWi8L6xp62VgTqFo3LnhoSP5sL9CWqYxvK7UA63qK9x,42070481,45429500,49455263,69008856,47525893,67175473,89581566,88652495,86424963,97146263,48466699,90077384,89661027,66589919,76835044,164662697,36304638,68823774,61346657,80733253,58094386,61435193,65714655,62087653,69295781,59022089,101543631,138628864,86517359,130853126,86422823,108417127,82170503,47386790,134160383,118683374,86758341,166752885,159370856,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,CcaHc2L43ZWjwCHART3oZoJvHLAe9hzT2DJNUpBzoTN1,8355576460,9353887294,6925258897,10872007177,7183688402,8579139735,9033288522,7454288879,10399708039,8691240971,7946517122,8502571948,11927819319,0,0,0,12154997265,10769783902,12364774295,12785604496,11232907752,9402401600,10151915314,11164260680,10180300962,8272595566,10054862634,9787690377,9667563718,11371843381,11399425359,9831054624,11486457574,12139889941,12432336670,9084307990,9934110606,9789375734,9395623136,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FjYEr2UCeFzNfAKiFrbhG34Zv8LxbmfHYAFhAfc7SLQL,21wUViiyG1g47VZ39ZZsSkFX9nu6bkyfy6jryHGD2TUB,179196420,271077794,176075963,236861875,108366869,185274015,262916441,177677499,181006071,148060665,194520589,129859360,248841968,282954042,150688923,146322353,208515523,151439964,167193867,166911076,238613576,166352238,123132820,128524572,135272347,122687453,153541106,177266985,255992530,192856271,209908092,187675806,159693162,230468893,220771554,171785952,122783929,180524430,140961129,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FnRqe316RrxVBv85EzMgcuWaVLZYYuyEq9znJnSZAu55,6hkfqeNAbURk7CmAQsP4Qm6WwHVF4LxHupEvQf7Tkrf1,166878998,214279006,112226379,215638103,97048370,100651752,168088683,217040276,262802676,169634850,144315963,163610842,191397849,201958675,172982972,139303242,206305871,148824373,115702680,179434326,141732626,156484886,125658008,142135560,153837327,82076311,155747611,94422949,149494624,102117751,109330882,500387328,144667803,146144980,211423109,106399464,108063837,81535877,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA
FphFJA451qptiGyCeCN3xvrDi8cApGAnyR5vw2KxxQ1q,5HScvYkTWL9iojhPv26xK7GqB7oBsj9A2qHCeNRFmdyG,44892096,27604519,22981368,28519076,28410078,51589428,51578609,56078801,47288525,49331142,46207452,35751237,62177259,100770821,38970875,75977380,53410806,57525110,105537753,97129212,51868536,66082338,93214947,84058223,77806457,92878719,117923539,99159600,107476240,123502408,184383417,139722917,105306279,132818262,153707300,80724684,72630133,95246351,115068945,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Frdg1NUoQaaTmASWNTrtDrBU5PbTnWtUvtdCr1XPNn1c,6MP6Bun9VmkGcRVU4iF14Q8P7jTkGtQW9zVwmB9kCYyK,0,55692495,58576718,83109351,116644319,145194947,97386420,54334037,136879146,93543533,60463440,60418050,62735167,85238712,101320849,143427073,80092726,66357003,49670303,74835752,98607795,139413941,69528990,151128037,84579963,36495735,50572935,57232870,94120197,66958789,252539135,70768471,69735861,114836394,41480015,44617911,71966623,37547973,65198619,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
FugJZepeGfh1Ruunhep19JC4F3Hr2FL3oKUMezoK8ajp,7emL18Bnve7wbYE9Az7vYJjikxN6YPU81igf6rVU5FN8,689346845,632747480,518075045,809017966,571504628,633805317,647803851,513826424,807919405,741375652,657163474,723530890,255426700,450818230,357876132,321420618,466891570,115387792,277095235,153302174,282332283,191554088,80409067,92620278,89313454,284763623,416217227,343081645,293476652,440858564,375898039,325555620,290226245,542034052,507353950,330188950,354749525,337001894,325573370,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FwnWx7x99rGwLmipzz8ii15NqcHkKRo2oS1Y7j6LivgZ,9f7dqiYNBZbgPesAnLeWnKCtxYHSfMg5x1EMZCJwVwG7,153269988,131636776,388029757,163989294,123750354,176261869,292640450,161432128,154536874,193906890,248357809,170760195,359077548,196434354,156736498,1079805821,207867435,198406741,252462923,215345560,188306473,146989949,159536390,204717310,131796457,138235893,178548369,148188579,206373609,297340461,156809806,157283127,139249212,180430338,147959446,178728413,132837623,178147585,130221638,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
Fx8ATrRvjMnmUCjjDaUFcyjhbLVPzZJicj32bDcraqBz,Dp9gpMr68ZG6gKi1ByGq1oACwWrmRe7cvBWBHhRbdHxr,332023487,129116522,89961950,251095123,122048616,157558029,145611349,175765624,190989180,101912044,141736607,191355875,159574754,203661548,120080583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fy7RCjDdFLG8wLn7TBKbccaKwYX1FetdSoVDREdUHf5o,4Q1khZnsdtNyQjUCpYPBDYyogui8b9x1MWtKNdaPiJdv,26856212,29599021,32473595,28185248,29633957,25492961,31272864,38472164,70139207,31244136,35539790,27448027,46360222,54447279,32517482,30731582,18968316,15672095,26476846,38996983,13034133,12246341,15481254,49098476,33701076,32449375,38779938,31059787,50441229,60204058,37137748,33081736,68312357,71274108,71194453,103947246,66658091,68470468,26396139,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FyrwfMaomErzqrFUXMjCJ7mA4u81DsiDdrzC3MJD6d4j,1Dadio3JRvpEjY6iSmXmhbGy9RiU8Nxh2GmoVbNusbE,0,0,0,0,0,0,0,0,0,0,0,0,0,327705872,256301969,297850509,297781335,233322452,366356412,340692160,266240406,197096519,209220726,252514703,191963967,104482901,215254897,172212569,159086396,206778577,169544055,258855205,213804838,298678382,334904452,209853529,216675303,173604453,292371336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
G1bLKfyNm7zsmmYEL9dyxBvMtxpFcwy2s84bHDj2ZFUY,xBLpiTwufjcuFCjbk4aCmFy7HUY5D9xy8L1EX2rBwmC,0,0,0,0,0,0,0,0,0,0,0,0,547941744,469777587,427574177,564932502,472375523,462883107,502740565,616797412,391625399,402624306,444765091,699487126,404232727,326048725,425432654,483271616,424534742,472742540,466083711,391815433,433681862,984543552,486785690,483291484,460894671,501616502,432372537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
G1eAmANVWf6ZeoxG4aMbS1APauyEDHqLxHFytzk5hZqN,G1EAMrJcvzs5SwqAQRgDTjYBEGrxxJVwNS7qiUtB3akg,141748582,150311148,82401062,39018250,16373634,32941159,59015009,21513342,36335750,26143926,31944389,49419719,55034801,54578945,64374946,53367236,58859842,33512882,44959542,85605547,37177451,25336355,68208495,47390285,30627254,17823238,38078764,17425961,13815736,32990688,151426372,48501770,50295636,101906486,28900651,18278525,24465037,18199913,35165986,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
G4GT8z4AKWNoy3x6nuzxW83UfFXLXzrwn7DZQt4GvWdU,77i1Ryv5bLp45yNeJCwCU28f37fGYspvRtGbNyxsD6Qe,171255853,235563953,146526159,146767530,151930851,139495022,179582121,118441192,226511427,247950851,179441646,169198225,339817066,184870177,146819677,251237029,247385819,230217895,215627652,297373262,108022323,115015895,124756058,168802809,141754264,159080345,164248932,146851954,181135293,174840229,250359707,158908502,174630399,180546380,289476038,153511249,117976598,182529634,129530359,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GCQ4V2e6PPdgHM1mXgepHZvdRkWAxbiFUUpJC5Bpcncd,9SFU2TfJmGB2jq8NHc5Kiaph6BGje7MDJRu7joQ7ZqWV,35714005,31077565,16388521,41291673,17660736,34920822,65915035,22148942,29199508,46829164,29935593,49830955,101589433,98411458,62771748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,Cat8oWQiFfrR3c7BcceTYcpnYCzSWfCPjMXT7mfHXvEP,0,0,0,0,0,39293777,45618875,65562214,54026251,28516510,27255227,40261581,45518186,93510216,63915280,55576812,127919630,62588064,91654296,86022704,80101012,73027194,104711449,89207149,136128349,74021832,59049704,343158475,156872690,159351564,118775305,216090927,147490874,189733527,210892568,106719909,166248510,152422603,130404751,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,3jkJVgfz1zrHSy6YLK6g96eTj49kCnDj2i8AbbKLZhkk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73325823,439512252,47490190,62053424,74599992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No
GLAMiBuunBioazKwNbkGnWP6BM2sfVjehr4goPPGBFAC,GLAMvLYFVzzgXPEjwdTKFqXShckYvFaF3Z1r81Pr8UtW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13413373,2674658,25688532,1755419,0,1384491,8330550,0,0,2674622,0,0,1683603,12127326,9622441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GMag1aGPi4Qi7FYNYi9HnAaktSRiWvZ6At3UWruuhEcL,HzJULufbrhteHLQDYAh8ZZn3P6Kip9MDo2eLEXgiTJed,107465748,121797821,122112101,481731799,126742262,115886161,146518823,139895651,179405672,134694134,136495955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,5XGMWvqZSBk1fktPtxbwaMF5dhkbrtchpwd4xiXG9q8u,121914176,124246948,102828153,109731160,193177543,192344901,238886550,107137123,174188226,164116724,112087074,138475604,246907347,205393491,190568603,266624140,162951398,188507475,214631299,225361327,169353785,121390606,95982552,169700069,93141892,48981856,82438008,52043448,65693909,54273659,95868080,85398327,85288337,117277501,151969616,54613710,76433289,139427134,93732622,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GQqxGEmi6aMBZtcfmfmC5Jgx33X57ksvNYoo8bMH52T9,B48pw5uXH7gkCibuCBPE6nezKsCmYfFFwveCeMHpq4iv,6526614,2948296,0,105276506,0,0,0,0,0,4624770,0,1753827,7536243,13591011,16946172,4401413,13001018,20297162,19247969,30424218,17686826,20603597,76638440,33521691,30580285,6795603,19204359,14965284,23483199,21480990,13031415,32398427,32648424,37818069,25280975,49710867,0,0,0,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA
