pubkey,votekey,dz_fee_lamports_859,dz_fee_lamports_860,dz_fee_lamports_861,dz_fee_lamports_862,dz_fee_lamports_863,dz_fee_lamports_864,dz_fee_lamports_865,dz_fee_lamports_866,dz_fee_lamports_867,dz_fee_lamports_868,dz_fee_lamports_869,dz_fee_lamports_870,dz_fee_lamports_871,dz_fee_lamports_872,dz_fee_lamports_873,dz_fee_lamports_874,dz_fee_lamports_875,dz_fee_lamports_876,dz_fee_lamports_877,dz_fee_lamports_878,dz_fee_lamports_879,dz_fee_lamports_880,dz_fee_lamports_881,dz_fee_lamports_882,dz_fee_lamports_883,dz_fee_lamports_884,dz_fee_lamports_885,dz_fee_lamports_886,dz_fee_lamports_887,dz_fee_lamports_888,dz_fee_lamports_889,dz_fee_lamports_890,dz_fee_lamports_891,dz_fee_lamports_892,dz_fee_lamports_893,dz_fee_lamports_894,dz_fee_lamports_895,dz_fee_lamports_896,dz_fee_lamports_897,is_paid_859,is_paid_860,is_paid_861,is_paid_862,is_paid_863,is_paid_864,is_paid_865,is_paid_866,is_paid_867,is_paid_868,is_paid_869,is_paid_870,is_paid_871,is_paid_872,is_paid_873,is_paid_874,is_paid_875,is_paid_876,is_paid_877,is_paid_878,is_paid_879,is_paid_880,is_paid_881,is_paid_882,is_paid_883,is_paid_884,is_paid_885,is_paid_886,is_paid_887,is_paid_888,is_paid_889,is_paid_890,is_paid_891,is_paid_892,is_paid_893,is_paid_894,is_paid_895,is_paid_896,is_paid_897
DTELykegBxxEn9c15GbH1zbYFr9CFd8VHQnhTGfz5JLb,DTELA4aHtJB8zcMJvKgcUjAYfkGcKdRUN77cpFoMVgxz,18366422,25626047,36012492,22698478,23960103,10282477,35158524,11960735,11555677,93875516,16911958,17482323,34418720,27910726,26144812,27609546,48362100,30858116,21227521,25420186,20812039,41897310,35826395,50132496,39882802,16046114,56960445,20419574,41566088,14902571,34224723,26756522,26366816,54592001,68234588,35244532,49739870,67855493,41991405,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8,Haz7b47sZBpxh9SwggGndN3fAyNQ1S949BPdxWXS3ab6,0,0,0,0,0,0,0,1458984055,1910079161,1833501228,1577524515,1660273681,2530062358,2233549421,1746017066,2522676367,2236353888,2008049049,2014676221,0,1853935093,1546255470,1496800490,1626808320,1686466400,1338614592,1703083826,1733340947,1565917473,1965649994,2324268059,1872345765,2180178015,1968193937,2264459940,1528362316,1900220365,1523501462,1939990398,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DWGupvBwXjUudG1fPqtcuw4qe6ByDzzLhnbr5z7RGWsL,7yGMaEA2HBLKJzLwXEMGg2fJBffZwMhVT4oQgqhJUP5N,158194729,159428195,84237269,35177987,17009385,9157859,7755675,1348778,6122314,7122307,14007198,16443996,16424429,52646823,26990176,17452574,13122734,17709809,10514680,83133971,27041045,18195953,25308077,55588295,30115791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP,FKsC411dik9ktS6xPADxs4Fk2SCENvAiuccQHLAPndvk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2418213677,2770718745,3281426546,2300356979,1855232247,2215558681,2352951320,2132667449,1933649212,2235937651,2672899514,2269216393,2509408852,2840495834,2536020022,2494701388,2712075921,3047820354,2162077339,2291702567,2461194470,2261876487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DZVqmD4QqSWM2gUyEXdQhvt4u3NZtCRxdsn2n2nNiBRL,DZViGjfD4um4GQaNEE1h8tmWtMpgCW6qcvPBuHCyLwRX,10544843,365794566,258148952,309419047,209803533,156264919,156556277,230279336,221238216,299570823,136821959,521634473,829457348,694971970,463028460,625294862,1497936760,1330357884,1269610076,1149470997,1738222574,844285294,973342163,1042950605,892915708,788259189,1144831010,1628153195,1094326872,1285153594,1332275423,1141548584,1435816690,1898392533,1396992459,1061265127,954829117,1049639029,1022149415,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DZVySotZvrvJyVAcgjFtUDm93zoCaq9wBruMAUz83CWW,DZVyygR326SerwzVivgqb8REnegEyU4teMkGQaBV6Bpw,0,375197134,358982444,134149094,114020801,167018035,130372933,146161519,285177279,289884515,106452255,446059398,814613410,633165983,414740698,532567694,1536162664,1394656300,1233430835,1540219758,954312997,1025524171,916884380,1183473202,912296890,704678694,1444817234,1009086676,865352365,1013051423,1309440615,1038104379,1267263326,1076591843,1346366863,1059141593,1027707685,1032071446,958284066,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DZv25oNCWFvGXu9tH63BiAXvG94syweGZhbvdN3HxDxT,DZVSbEJQfAFftodtveLseuzc1Beqm239usKJhx9TiBRL,0,284414768,193293108,117657498,110297201,130879005,193083483,120709680,385539862,212377206,136874478,533363565,759345474,494706791,444157691,458090521,1428249387,1129846986,1246706210,1263426692,974623480,1009780441,1149066245,951904225,820937906,738248796,1223540556,1168909693,1017532429,1366315469,1165785226,1248290597,1126592027,1411768600,1248702614,1039290973,874433696,1018578033,1379542218,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DeXsDvvZzKhVux4YfDFE6p4acJLGzr8yKt5pSTjzZB8t,H6rbcwuQtadcv9JvxLM7GEskF6xFXnrNT3iPkk4RfyBE,202618303,223370834,186247448,298923958,218110046,182838019,255254421,187845241,242509203,198679237,183140782,184228315,642010028,230611558,206591348,253121167,197229169,253659376,267389189,287891214,176048646,189916273,307329155,225383277,183322656,140074755,248119598,173011313,177480657,216249651,200911378,146919708,252781445,262656246,211782547,180820931,183501011,200416291,163489935,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DeepM3FDWaAb7o53rvyZk5YvHLG3FvDiVXJLRY78z51p,DeEpSdaw8uBLQ5T2HQhDf8fBSVbm13jGqJwoSF3HTpL5,94004456,97433732,67919154,55703188,57699825,96441860,74338549,63625686,88617368,45854129,70325558,50921618,78119331,52782277,108287671,63272218,70721814,65288887,94342320,169712070,95562275,56233374,59684656,67851559,41358860,46623670,75911710,34624637,82730948,136826093,71571279,73913709,50770987,48702463,65962767,34757347,61917427,48507786,27530699,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DefiihS7gLkj6xLjjhcr87bFuwpVVNYpeNBaBeFe56CY,Defi89YpAhk3Gst1Jpsi3Nhj7yCu5HropESh37SQ2v9g,36430903,47864967,21207850,24234643,56807034,27319172,48898582,23911288,22522320,25311985,12028906,28663478,55968428,45447392,34489459,40478238,46651179,31752696,38723276,57686968,66230555,18619964,32724872,37063998,42552369,22857464,25312772,16663512,21555845,63637148,48914141,44198368,170087267,50012694,26337401,38516818,33816814,49780638,23750763,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DiveRaPKviyDnQyiiMFdV4rujsCBJzMNvPjKfvGNLGvL,6hcGvZypizjf6PPsxboshZHRqefyQKSG9L8vZqYdm7UY,66925271,96933903,43794557,61318159,90958944,85280854,98498405,54528959,53645688,90451049,95007667,60523420,71624934,89214550,107161395,105814414,138036718,101717212,123333057,124127919,128891573,92607178,161738927,120819855,104271103,70170037,158673416,183584754,104142219,104076572,113811056,140200769,123864322,134323549,126938802,99801527,89884092,62783498,100905179,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DtY5Bzxd75iWQRvKwM2xLUxqwLT1RRoeNwmVvgS2JANA,BSRRvjdKd8SHApi3KtTGbzrdhUojitiwAt4xt4nAxbFh,50026413,43181433,32709557,71469761,14661526,22645878,22870616,10744711,29432871,28604923,20197647,6738736,22919302,70437195,68104167,69158836,152241857,93798209,72503787,101982749,91327054,87965897,68164886,59409856,71938736,60163753,75279370,84404913,68321727,102511552,86747902,82010771,41206785,78165113,65060264,77881602,41866605,50057834,36021482,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF,CvSb7wdQAFpHuSpTYTJnX5SYH4hCfQ9VuGnqrKaKwycB,8127855333,8329800684,6228687117,10904693974,6677163764,7488118698,7761210846,6361900262,8096655141,7960667856,6257984554,7313536772,9539698605,8554980952,7453650815,9109703513,9343321135,8508130309,8614913742,9066281487,7319490859,5944787016,7217458484,6865602862,6849610913,5744028815,6626825300,6054268284,6491471698,7402917830,9303828431,7197633606,8111406832,8541034326,9452402977,6136307293,7153359223,7330673576,6809055126,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DupN8puwoPdFo9EYm8AXemEn9cMsore1QmZzfPaxyUG4,B48pw5uXH7gkCibuCBPE6nezKsCmYfFFwveCeMHpq4iv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18961278,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes
DwGEK1ZSC5SM9e7Tkts5hLpkUffAsFUcqeLr2zifaXZi,B7Z2u3Uw4xvu7s9wtBiV3YmWdr7vEm3r6ZL2jytxQvtY,140580099,162754150,110996941,420096477,225028463,90892416,124028061,134233549,130771491,151433218,114677507,161177483,157597281,188977459,79856337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E99w1XfS4UNM1xUKXWEuDmj8Mduy7u65jm2NCULTspSV,EfnywDKqArxK6N6FS9ctsuzNdxfx3pzfXEQE5EevQ1SV,16656287,49074638,14163556,41920172,38052435,20836054,48814438,8896209,45827391,43228580,31709237,35092188,37587603,58834851,40357629,52723272,149192244,93124320,69196075,48160829,28250151,19681305,70394301,69501930,53327244,55397120,59175933,39293664,70694199,82365204,71304663,57934850,58478263,82226340,114147153,71422195,113984791,74888003,102373190,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
E9hD3ikumJx1GVswDjnpCt6Uu4WG5mz1PDWCqdE5uhmo,3a2onvgTpGynakAQwx6gigtSeL7itZewNxqb5JiAvWeA,138769455,190172709,125628033,281190191,153983341,122084515,126214407,149735350,197042763,109518021,94641810,197026795,222263821,209602802,160152276,220924019,200752749,184917048,220892776,217095174,205595032,140378082,169938918,215595044,164515258,113322423,126516543,161707145,156887072,147847429,95502648,138496523,127084807,92527019,82316698,53338202,114775342,30350666,81296607,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
EATpCzQNs8BzZh1mx1hXMAJm3o1MLXakTXr4UEmcsY7f,EATzgj3KL3NAkaSKv8JFXPJahGueMbvTdVZj4zD9nQiV,0,0,0,0,0,0,0,0,0,0,0,0,0,2588048,1432092,6190575,2991240,7741951,11556541,3504990,20450119,7913100,15869688,7120732,0,10756052,12382687,15908594,2309023,11021325,9235113,36893698,16057572,14556946,8604081,34045716,23207577,16918478,12452978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
EAW9vxqogvdPNapq7QTDpiVTHK6o7begUhPVnf854VTc,DyDjFYB6i51FMHQvB4eKSwGHmgMxVf1i3FWwANAngqyY,91337633,123203159,65302136,96082915,80699123,174980446,58520496,79143169,211950120,96246760,177242935,95285216,93261474,256510021,75279720,117583563,117730084,104922524,112099932,100593884,81087908,67300409,73934456,97094173,83414018,72714523,78765586,77719024,70565428,62016829,105372752,70600188,76047424,88907535,97188379,65084835,68471209,101925716,103958153,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
EBk678aQvc3cUkfGyoehfw21JQfJXjmWuBeopYc89RSV,EtMSc3MvcDXUr6ChK5GxyFVwTxYA3zqP5XzjE9jwKvSV,112366186,153270133,115586769,339056239,110359329,143895239,172381629,147533092,133586848,54936425,66172538,71421743,153928993,138745862,76825976,248321896,175807090,135872544,130166603,84170717,73773260,38450550,7834921,6924686,22693162,11918910,38050435,48554934,44094876,55022048,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA
ECZx4Dfyn2o55KTYbM9r3Dt4VZRcrdfdrst7sUbWgrdU,3VZHxnkK1A3HYeWYaqgMebHnc2acgLzRiXYwTNm3ooYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110218552,120932381,90509901,95874685,68684496,274539888,218508978,158885577,135578175,120330881,129327956,182511519,168927146,150401219,215006720,160783558,231506017,227121809,170934143,145464665,116455457,144872993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
EKHuz3Ag7UtYrEeterGVFHwYWDn2d6aXjnAAf2d5edLh,23utbQdXgsucDPTVcaRQiTZMrKPhQ1nmg4iRNdHDNwTb,33321130,54965654,14521320,77075002,44519490,80459424,66137580,31059571,62769486,15957185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELE1xBTfmHB7vuhSH94q23r6j3tuvTXYTqgm1u4uzMLk,ELE2xaC6i6pmeu7bfrYjBv4whBeTAbgwcg5hf2ythiBs,48916310,47054963,53722680,100678760,66510833,55187058,58474436,42651626,60245512,51319343,64367182,47925267,76357296,72852593,66172935,92040978,117968993,99276270,101246200,100445912,52881981,77405988,74672435,218369175,80823518,32448891,63625366,80237651,58744414,67220802,65351152,71094751,65829950,70441069,84014023,62167353,41746695,35904023,37767688,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
EN5F2BU5juUEWr9zRNNqKuQMi9zBUY1YLPHV5EyMrvnW,9ymU1ayh9mZVyDL4dUUtXKtX1wCaFNzZPGutLJgqzuC1,101496668,103275537,135483530,282773237,111654838,116276735,160975000,120239630,153570144,157114356,112976215,117589767,141784951,159418166,105580522,123106232,76206547,134946054,130193386,232119344,116286909,144760991,160440435,116698352,85869069,115147899,104642937,79131649,132173338,135119118,120402176,127729142,100417789,162788868,129647631,134259151,113615566,88544494,117393860,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
EPFZFVrXuveEQar9LaEkt5kDRPMnbvK54qu5FwCxpkcy,1oH9rfyrbKoP7ucJ1Zr2HLHmDU8N6G1G6dEuruFsSqy,26460423,23112793,15710811,29906352,6702946,7830757,20505837,21127570,14885815,18565647,18869880,18387382,51153255,62603100,15682403,70660678,13423642,19549445,23624349,11752089,38157513,11534742,13606299,10242494,20608725,15785223,10408474,8179999,96756595,31928356,20384962,37767471,22161953,10874147,34970207,10754341,26877181,49661859,24983071,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ET6sihELJYJeiQ6z3MdpSnbHWPPJ5FUFjZag1BtxVX6e,5csconnhG1Z2JBGoACCiFyrhCg31pAecXa3ugymbyMw5,186469485,318525230,114243316,269535793,166588633,372023168,136172200,161045932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc,C616NHpqpaiYpqVAv619QL73vEqKJs1mjsJLtAuCzMX6,175592731,157799507,128774835,465302450,170863102,152027552,176456617,105994046,255070869,122720735,117826415,153592406,253991664,132360471,104047105,107090240,129079529,84238433,94190003,124513565,116237465,80420599,99382276,101754052,93569548,53113506,90284298,0,0,154978378,147610672,87160923,70989254,119167710,161872772,107866729,98684510,78943031,71897731,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
EUDis6LJeJzDHTEBgfHGQyjHp63XZkGkx4E69xunC2Ej,steakxfubt37xYdvuXz7BV5Uhhhk1FyJx9zGHfDcTVr,114190805,111817978,131547317,111912846,64434405,119114826,78503158,117875596,138217297,116703499,113279188,109311514,133983100,126869619,111007974,113809727,150778795,97245351,172808241,119638230,136904438,87393595,139638073,207458958,298450586,123251531,156241488,180045465,122753966,193958797,142311227,166431235,131000018,133231268,163403948,153487188,150583778,98018773,215681290,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
EWARp8Syq8cTWGWHtP5LT9fKAn5GvXfSCH8LfAwpgQ6m,4BVYjw1ztUzUPsxsaCheWWwThT2X4rjogZytGnuWPUGg,43149379,78721626,48230446,199857246,52588757,101803248,82441962,46390083,98135109,66449464,49687630,55328270,118064463,74720151,120845599,99050604,144915936,120430255,126539687,145344102,88996455,46667342,49036610,71315214,25679052,44707522,81595793,40228974,71912870,92945952,102473808,84384400,100075106,111671515,49166519,52200347,71663202,84263085,60619820,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,CMPxjQDTDyXKh3ZsKP7HLwi3tvgSVpFtLJYMxbeNZE68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638732269,525928661,774916301,775908922,693843252,853243178,1019519196,915919317,1441385976,1377375028,1371066682,1623677906,1253499854,1252514687,1378796350,1286872629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
Ec2vpRp8HsTXndg25eBNJTQcQxTdEbhutivLQQLshrk,PT7kgZzgqUzbkHnQ2asoBtA73iuE69JsPkcKsk9shrk,13818773,41056114,17281822,8718608,27734223,11968549,28615598,153551440,3973598,14089216,20864342,24989194,17480061,23515446,22906213,45475841,49737382,29356653,15479904,72594677,49071284,10521924,38102380,22382490,26613773,23945859,10453565,13991428,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ed9WjPnZfAXsPttcqxMwj94qsuXVRyBsyXnDkxFva2Zv,4YykTGwg94GgHZEPSsQfbaMaEE9HHAHqSuXT65L6C6wf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126428020,154695337,229067243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No
Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,5szskKdH8nfnUuHTvn9hnhH3Xuvo7RVmcDDvD5WD7yNh,156306231,201260632,125494742,221603836,113400921,138862554,250915191,143752021,197370601,213935897,155972705,157126315,214257090,225033542,252152668,154854285,293732828,134324119,177568002,237555727,183536490,151845061,178096069,159449445,181864728,128417938,131743549,173380569,181517925,189976428,148295934,155396511,206945831,228449637,215782945,133600392,126699670,168989242,150785894,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
EtoMApqP2h1vVm9XLTTp5HERNezm5btkqrdAGQ9fZRnp,7HhmcAGzjChFjG1qsN4Y9NPgDWfytXXVA7ZRBWE7eZc3,135711876,238272166,132556810,307296200,240794243,156856649,192329557,215180655,185834045,155233424,163775346,217596586,236250957,295921012,191402460,329478753,285371589,177392770,170858672,163237451,250526916,102230204,176883480,138980641,100668593,76971969,103720814,99341100,232259595,93906333,130548585,54661681,155262702,127570478,158191118,59401297,97209428,91148497,95946177,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ettghfhr2kQerqAyGUuifFtBX17QecRe2gwpUZTAbZuw,Ay5AcULBRJznGEEaGm2mWziRbefETRjdfZ1kwsoXS9u,24840515,28424226,34002837,17903911,33175719,55709740,67484547,29073786,78478301,36710984,54481827,74869312,66835632,24420262,55961208,32785488,25697808,65436931,71373915,58143875,48015808,29075402,52303039,80405639,56016748,31657476,66595298,42117616,36338045,86899493,73905458,44693538,83119935,66019183,50540188,36097403,49953984,59638566,44661410,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
